Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.27     0.00       19     0.00     0.00  __tcf_ZL10LogTypeStr
  0.00      1.27     0.00       18     0.00     0.00  DiskManager::create_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00       18     0.00     0.00  DiskManager::get_file_name[abi:cxx11](int)
  0.00      1.27     0.00       18     0.00     0.00  SmManager::flush_meta()
  0.00      1.27     0.00       18     0.00     0.00  std::vector<std::shared_ptr<ast::Field>, std::allocator<std::shared_ptr<ast::Field> > >::~vector()
  0.00      1.27     0.00       18     0.00     0.00  std::__detail::_Map_base<int, std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&)
  0.00      1.27     0.00       17     0.00     0.00  _GLOBAL__sub_I__ZN10LogManager17add_log_to_bufferEP9LogRecord
  0.00      1.27     0.00       17     0.00     0.00  _GLOBAL__sub_I__ZN12RmFileHandle20shared_states_latch_E
  0.00      1.27     0.00       17     0.00     0.02  QlManager::run_mutli_query(std::shared_ptr<Plan>, Context*)
  0.00      1.27     0.00       17     0.00     0.01  SmManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, Context*)
  0.00      1.27     0.00       17     0.00     0.00  std::_Sp_counted_ptr_inplace<DDLPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      1.27     0.00       17     0.00     0.00  std::_Sp_counted_ptr_inplace<DDLPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      1.27     0.00       17     0.00     0.00  void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}>)
  0.00      1.27     0.00       17     0.00     0.00  format_select_output(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > const&)::{lambda()#1}::operator()() const
  0.00      1.27     0.00       16     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00      1.27     0.00       11     0.00     0.00  Watermark::GetWatermark()
  0.00      1.27     0.00       11     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00       10     0.00     0.00  _GLOBAL__sub_I__ZN6RmScanC2EPK12RmFileHandle
  0.00      1.27     0.00        9     0.00     0.00  DiskManager::get_file_size(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        9     0.00     0.00  RmFileHandle::get_shared_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        9     0.00     0.00  RmFileHandle::load_memory_records()
  0.00      1.27     0.00        9     0.00     0.00  RmFileHandle::reserve_memory_records(unsigned long)
  0.00      1.27     0.00        9     0.00     0.00  ast::CreateTable::~CreateTable()
  0.00      1.27     0.00        9     0.00     0.03  SmManager::create_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColDef, std::allocator<ColDef> > const&, Context*)
  0.00      1.27     0.00        9     0.00     0.00  RmFileHandle::detach_shared_state() const
  0.00      1.27     0.00        9     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > >, true>*, unsigned long)
  0.00      1.27     0.00        9     0.00     0.00  std::_Sp_counted_ptr_inplace<RmFileHandle::SharedRecordState, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      1.27     0.00        9     0.00     0.00  std::_Sp_counted_ptr_inplace<ast::CreateTable, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      1.27     0.00        9     0.00     0.00  std::_Sp_counted_ptr_inplace<ast::CreateTable, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      1.27     0.00        9     0.00     0.00  std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<RmFileHandle::SharedRecordState> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<RmFileHandle::SharedRecordState> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        8     0.00     0.00  RmFileHandle::flush_file_hdr()
  0.00      1.27     0.00        8     0.00     0.00  RmFileHandle::reset_data_pages()
  0.00      1.27     0.00        8     0.00     0.00  IxIndexHandle::maintain_parent(IxNodeHandle*)
  0.00      1.27     0.00        8     0.00     0.00  IxIndexHandle::IxIndexHandle(DiskManager*, BufferPoolManager*, int)
  0.00      1.27     0.00        8     0.00     0.00  ast::CreateIndex::~CreateIndex()
  0.00      1.27     0.00        8     0.00     0.00  IxManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColMeta, std::allocator<ColMeta> > const&)
  0.00      1.27     0.00        8     0.00     0.00  std::_Sp_counted_ptr_inplace<ast::CreateIndex, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      1.27     0.00        8     0.00     0.00  std::_Sp_counted_ptr_inplace<ast::CreateIndex, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      1.27     0.00        8     0.00     0.00  void std::vector<IndexMeta, std::allocator<IndexMeta> >::_M_realloc_append<IndexMeta const&>(IndexMeta const&)
  0.00      1.27     0.00        8     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00      1.27     0.00        8     0.00     0.00  std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<IxIndexHandle, std::default_delete<IxIndexHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<IxIndexHandle, std::default_delete<IxIndexHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        8     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}>)
  0.00      1.27     0.00        8     0.00     0.00  void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}>)
  0.00      1.27     0.00        5     0.00     0.00  RecoveryManager::analyze()
  0.00      1.27     0.00        2     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable()
  0.00      1.27     0.00        1     0.00    10.00  start_server()
  0.00      1.27     0.00        1     0.00     0.00  DiskManager::read_log(char*, int, int)
  0.00      1.27     0.00        1     0.00     0.00  DiskManager::DiskManager()
  0.00      1.27     0.00        1     0.00     0.00  RecoveryManager::checkpoint_offset()
  0.00      1.27     0.00        1     0.00     0.00  RecoveryManager::redo()
  0.00      1.27     0.00        1     0.00     0.00  RecoveryManager::undo()
  0.00      1.27     0.00        1     0.00     0.00  RecoveryManager::load_logs()
  0.00      1.27     0.00        1     0.00     0.00  BufferPoolManager::choose_shard_count(unsigned long)
  0.00      1.27     0.00        1     0.00     0.00  TransactionManager::~TransactionManager()
  0.00      1.27     0.00        1     0.00     0.00  SmManager::is_dir(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        1     0.00     0.00  SmManager::drop_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        1     0.00     0.00  SmManager::open_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.27     0.00        1     0.00    10.00  SmManager::close_db()
  0.00      1.27     0.00        1     0.00     0.00  SmManager::create_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)

			Call graph


granularity: each sample hit covers 4 byte(s) for 0.79% of 1.27 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     82.7    0.02    1.03                 client_handler(void*) [1]
                0.12    0.35   60017/60017       yyparse() [2]
                0.05    0.14   25000/25000       QlManager::select_from(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >, std::vector<TabCol, std::allocator<TabCol> >, Context*) [3]
                0.03    0.11   60017/60017       Portal::start(std::shared_ptr<Plan>, Context*) [6]
                0.00    0.11   60017/60017       Analyze::do_analyze(std::shared_ptr<ast::TreeNode>) [9]
                0.01    0.04   60017/60017       Optimizer::plan_query(std::shared_ptr<Query>, Context*) [17]
                0.00    0.04   25000/25000       QlManager::run_dml(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >) [20]
                0.00    0.02   25000/25000       ProjectionExecutor::~ProjectionExecutor() [43]
                0.00    0.01   10000/10000       QlManager::run_cmd_utility(std::shared_ptr<Plan>, long*, Context*) [52]
                0.01    0.00   60017/70017       std::_Sp_counted_ptr_inplace<Query, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [61]
                0.01    0.00   50026/205026      EnsureStatementTransaction(long*, Context*, IsolationLevel) [27]
                0.00    0.00  380119/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.00    0.00      17/17          QlManager::run_mutli_query(std::shared_ptr<Plan>, Context*) [102]
                0.00    0.00   10000/10000       UpdateExecutor::~UpdateExecutor() [107]
                0.00    0.00       9/34          SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*) [100]
                0.00    0.00      26/5026        TransactionManager::commit(Transaction*, LogManager*) [75]
                0.00    0.00      26/5026        TransactionManager::release_transaction(Transaction*) [106]
                0.00    0.00  270128/690166      next_token(std::basic_string_view<char, std::char_traits<char> >, unsigned long*, std::basic_string_view<char, std::char_traits<char> >*) [134]
                0.00    0.00  260085/2265513     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [132]
                0.00    0.00  180102/400102      iequals(std::basic_string_view<char, std::char_traits<char> >, char const*) [137]
                0.00    0.00   60017/60017       yy_scan_bytes(char const*, int) [187]
                0.00    0.00   60017/60017       yy_scan_string(char const*) [188]
                0.00    0.00   60017/60017       yy_delete_buffer(yy_buffer_state*) [189]
                0.00    0.00   60017/60017       std::_Sp_counted_ptr_inplace<PortalStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [191]
                0.00    0.00   50017/100034      std::shared_ptr<ast::SetStmt> std::dynamic_pointer_cast<ast::SetStmt, ast::TreeNode>(std::shared_ptr<ast::TreeNode> const&) [176]
                0.00    0.00   50017/105034      std::shared_ptr<ast::TxnAbort> std::dynamic_pointer_cast<ast::TxnAbort, ast::TreeNode>(std::shared_ptr<ast::TreeNode> const&) [171]
                0.00    0.00   50017/100034      std::shared_ptr<ast::TxnRollback> std::dynamic_pointer_cast<ast::TxnRollback, ast::TreeNode>(std::shared_ptr<ast::TreeNode> const&) [174]
                0.00    0.00   50017/100034      std::shared_ptr<ast::StaticCheckpoint> std::dynamic_pointer_cast<ast::StaticCheckpoint, ast::TreeNode>(std::shared_ptr<ast::TreeNode> const&) [175]
                0.00    0.00   50000/50000       std::_Sp_counted_ptr_inplace<DMLPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [196]
                0.00    0.00   25000/230051      std::vector<TabCol, std::allocator<TabCol> >::~vector() [142]
                0.00    0.00   15000/15000       InsertExecutor::~InsertExecutor() [245]
                0.00    0.00   10000/10000       std::_Sp_counted_ptr_inplace<OtherPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [266]
                0.00    0.00      17/17          std::_Sp_counted_ptr_inplace<DDLPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [342]
-----------------------------------------------
                0.12    0.35   60017/60017       client_handler(void*) [1]
[2]     37.0    0.12    0.35   60017         yyparse() [2]
                0.10    0.04 9512929/9512929     yyerror(YYLTYPE*, char const*) [4]
                0.12    0.02 12123434/12123434     ast::SemValue::~SemValue() [5]
                0.05    0.00  995525/995525      yylex(ast::SemValue*, YYLTYPE*) [15]
                0.01    0.00   30000/30000       std::vector<std::shared_ptr<ast::TableRef>, std::allocator<std::shared_ptr<ast::TableRef> > >::push_back(std::shared_ptr<ast::TableRef> const&) [69]
                0.00    0.00  230009/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.00    0.00   25024/320556      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [56]
                0.00    0.00   80000/12228434     std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >::~vector() [37]
                0.00    0.00   25000/25000       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<ast::SelectStmt, std::allocator<void>, std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >&, std::vector<std::shared_ptr<ast::SelectItem>, std::allocator<std::shared_ptr<ast::SelectItem> > >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >&, std::shared_ptr<ast::OrderBy>&, std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >&, std::vector<std::shared_ptr<ast::HavingExpr>, std::allocator<std::shared_ptr<ast::HavingExpr> > >&, int&>(ast::SelectStmt*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >&, std::vector<std::shared_ptr<ast::SelectItem>, std::allocator<std::shared_ptr<ast::SelectItem> > >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&&, std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >&, std::shared_ptr<ast::OrderBy>&, std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >&, std::vector<std::shared_ptr<ast::HavingExpr>, std::allocator<std::shared_ptr<ast::HavingExpr> > >&, int&) [113]
                0.00    0.00 1025285/2265513     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [132]
                0.00    0.00  395144/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   60010/157270      void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_append<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [162]
                0.00    0.00   50000/50000       std::vector<std::shared_ptr<ast::SelectItem>, std::allocator<std::shared_ptr<ast::SelectItem> > >::~vector() [199]
                0.00    0.00   35000/35000       std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >::push_back(std::shared_ptr<ast::BinaryExpr> const&) [208]
                0.00    0.00   30000/30000       std::vector<std::shared_ptr<ast::Value>, std::allocator<std::shared_ptr<ast::Value> > >::~vector() [216]
                0.00    0.00   25000/25000       std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >::~vector() [235]
                0.00    0.00   20000/20000       std::vector<std::shared_ptr<ast::SetClause>, std::allocator<std::shared_ptr<ast::SetClause> > >::~vector() [240]
                0.00    0.00      18/18          std::vector<std::shared_ptr<ast::Field>, std::allocator<std::shared_ptr<ast::Field> > >::~vector() [339]
                0.00    0.00      11/11          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [347]
-----------------------------------------------
                0.05    0.14   25000/25000       client_handler(void*) [1]
[3]     14.6    0.05    0.14   25000         QlManager::select_from(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >, std::vector<TabCol, std::allocator<TabCol> >, Context*) [3]
                0.00    0.05    5000/5000        NestedLoopJoinExecutor::beginTuple() [14]
                0.00    0.04   20000/35000       IndexScanExecutor::beginTuple() [12]
                0.01    0.02   25000/25000       ProjectionExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [26]
                0.01    0.00   50000/50000       ProjectionExecutor::is_end() const [67]
                0.00    0.01   20000/70000       IndexScanExecutor::advance_to_next_match() [30]
                0.00    0.00   40000/70000       IndexScanExecutor::is_end() const [183]
                0.00    0.00   25000/25000       ProjectionExecutor::cols() const [226]
                0.00    0.00   25000/25000       ProjectionExecutor::beginTuple() [221]
                0.00    0.00   25000/35000       IndexScanExecutor::finish() [206]
                0.00    0.00   25000/25000       ProjectionExecutor::finish() [222]
                0.00    0.00   10000/20000       NestedLoopJoinExecutor::is_end() const [238]
                0.00    0.00    5000/5000        NestedLoopJoinExecutor::finish() [290]
-----------------------------------------------
                             74743296             yyerror(YYLTYPE*, char const*) [4]
                0.10    0.04 9512929/9512929     yyparse() [2]
[4]     11.4    0.10    0.04 9512929+74743296 yyerror(YYLTYPE*, char const*) [4]
                0.01    0.00 1906194/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.01    0.00   25000/25000       ast::SelectStmt::~SelectStmt() [70]
                0.01    0.00   25000/25000       std::_Sp_counted_ptr_inplace<ast::SelectStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [71]
                0.01    0.00   15000/15000       ast::InsertStmt::~InsertStmt() [72]
                0.00    0.00   25000/25000       std::_Sp_counted_ptr_inplace<ast::SelectStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [233]
                0.00    0.00   15000/15000       std::_Sp_counted_ptr_inplace<ast::InsertStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [251]
                0.00    0.00   15000/15000       std::_Sp_counted_ptr_inplace<ast::InsertStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [250]
                0.00    0.00   10000/10000       ast::UpdateStmt::~UpdateStmt() [258]
                0.00    0.00   10000/10000       std::_Sp_counted_ptr_inplace<ast::UpdateStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [269]
                0.00    0.00   10000/10000       std::_Sp_counted_ptr_inplace<ast::UpdateStmt, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [268]
                0.00    0.00    5000/5000        ast::TxnBegin::~TxnBegin() [292]
