Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     181/181         BufferPoolManager::delete_page(PageId) [313]
                0.00    0.00      17/425         DiskManager::write_page(int, int, char const*, int) [309]
                0.00    0.00      17/33          BufferPoolManager::flush_all_pages(int) [329]
                0.00    0.00      17/34          DiskManager::close_file(int) [327]
                0.00    0.00       9/9           RmFileHandle::detach_shared_state() const [352]
                0.00    0.00       9/9           std::_Sp_counted_ptr_inplace<RmFileHandle::SharedRecordState, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [354]
                0.00    0.00       8/24          IxFileHdr::serialize(char*) [332]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.8    0.01    0.00                 AbortActiveTransaction(long*, Context*) [79]
-----------------------------------------------
                0.00    0.00     402/15402       SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(RmRecord&)#1}::operator()(RmRecord&) const [101]
                0.00    0.01   15000/15402       InsertExecutor::Next() [31]
[80]     0.7    0.00    0.01   15402         IxIndexHandle::insert_entry(char const*, Rid const&, Transaction*) [80]
                0.00    0.00   30650/65650       IxNodeHandle::lower_bound(char const*) const [63]
                0.00    0.00   15402/120402      IxNodeHandle::upper_bound(char const*) const [25]
                0.00    0.00     154/154         IxIndexHandle::split(IxNodeHandle*) [111]
                0.00    0.00     154/154         IxIndexHandle::insert_into_parent(IxNodeHandle*, char const*, IxNodeHandle*, Transaction*) [112]
                0.00    0.00   15556/196013      BufferPoolManager::unpin_page(PageId, bool) [149]
                0.00    0.00   15402/15713       IxNodeHandle::insert_pairs(int, char const*, Rid const*, int) [241]
                0.00    0.00       8/8           IxIndexHandle::maintain_parent(IxNodeHandle*) [360]
-----------------------------------------------
                0.00    0.00   10000/25238       RmFileHandle::update_record(Rid const&, char*, Context*) [90]
                0.00    0.00   15238/25238       RmFileHandle::insert_record(char*, Context*) [85]
[81]     0.6    0.00    0.01   25238         RmFileHandle::fetch_page_handle_unlocked(int) const [81]
                0.00    0.00   25238/195662      BufferPoolManager::fetch_page(PageId) [13]
-----------------------------------------------
                0.00    0.00    5000/10000       AbstractExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [84]
                0.00    0.00    5000/10000       NestedLoopJoinExecutor::beginTuple() [14]
[82]     0.6    0.00    0.01   10000         NestedLoopJoinExecutor::advance_to_next_match() [82]
                0.00    0.01    5000/5000        SeqScanExecutor::nextTuple() [83]
                0.00    0.00   20000/185008      RmScan::is_end() const [155]
                0.00    0.00   20000/25000       SeqScanExecutor::is_end() const [225]
                0.00    0.00   10000/400102      iequals(std::basic_string_view<char, std::char_traits<char> >, char const*) [137]
                0.00    0.00   10000/70000       IndexScanExecutor::is_end() const [183]
                0.00    0.00   10000/70000       SeqScanExecutor::tupleLen() const [182]
                0.00    0.00    5000/5000        IndexScanExecutor::Next() [288]
                0.00    0.00    5000/15000       IndexScanExecutor::tupleLen() const [248]
                0.00    0.00    5000/200000      eval_conds(char const*, std::vector<ColMeta, std::allocator<ColMeta> > const&, std::vector<Condition, std::allocator<Condition> > const&) [146]
-----------------------------------------------
                0.00    0.01    5000/5000        NestedLoopJoinExecutor::advance_to_next_match() [82]
[83]     0.6    0.00    0.01    5000         SeqScanExecutor::nextTuple() [83]
                0.00    0.01   72510/150000      SeqScanExecutor::load_visible_current() [47]
                0.00    0.00   77510/150000      RmScan::next() [163]
                0.00    0.00   77510/185008      RmScan::is_end() const [155]
                0.00    0.00    5000/400102      iequals(std::basic_string_view<char, std::char_traits<char> >, char const*) [137]
                0.00    0.00    5000/40000       TransactionManager::RegisterSerializableRead(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColMeta, std::allocator<ColMeta> > const&, std::vector<Condition, std::allocator<Condition> > const&, std::vector<Rid, std::allocator<Rid> > const&, Transaction*) [202]
-----------------------------------------------
                0.00    0.01    5000/5000        ProjectionExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [26]
[84]     0.6    0.00    0.01    5000         AbstractExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [84]
                0.00    0.00    5000/10000       NestedLoopJoinExecutor::advance_to_next_match() [82]
                0.00    0.00    5000/5000        NestedLoopJoinExecutor::nextTuple() [89]
                0.00    0.00   10000/20000       NestedLoopJoinExecutor::is_end() const [238]
                0.00    0.00    5000/5000        NestedLoopJoinExecutor::Next() [289]
                0.00    0.00    5000/690166      next_token(std::basic_string_view<char, std::char_traits<char> >, unsigned long*, std::basic_string_view<char, std::char_traits<char> >*) [134]
-----------------------------------------------
                0.00    0.00     432/15432       SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(RmRecord&)#1}::operator()(RmRecord&) const [101]
                0.00    0.01   15000/15432       InsertExecutor::Next() [31]
[85]     0.5    0.00    0.01   15432         RmFileHandle::insert_record(char*, Context*) [85]
                0.00    0.00   15238/25238       RmFileHandle::fetch_page_handle_unlocked(int) const [81]
                0.00    0.00   15432/25432       RmFileHandle::update_record(Rid const&, char*, Context*) [90]
                0.00    0.00     194/194         RmFileHandle::create_new_page_handle_unlocked() [120]
                0.00    0.00   15432/196013      BufferPoolManager::unpin_page(PageId, bool) [149]
                0.00    0.00     185/185         RmFileHandle::remove_page_from_free_list(RmPageHandle&) [312]
-----------------------------------------------
                0.00    0.01   35000/35000       IndexScanExecutor::~IndexScanExecutor() [29]
[86]     0.4    0.00    0.01   35000         IndexScanExecutor::~IndexScanExecutor() [86]
                0.00    0.00   35000/70001       __tcf_ZL10LogTypeStr [62]
                0.00    0.00   70000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00    5000/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.00    0.00   70000/135034      std::vector<ColMeta, std::allocator<ColMeta> >::~vector() [165]
                0.00    0.00   35000/585000      TabCol::~TabCol() [135]
                0.00    0.00   35000/35004       IxScan::~IxScan() [205]
-----------------------------------------------
                0.00    0.00    5000/15000       NestedLoopJoinExecutor::nextTuple() [89]
                0.00    0.00   10000/15000       Portal::start(std::shared_ptr<Plan>, Context*) [6]
[87]     0.4    0.00    0.00   15000         IndexScanExecutor::nextTuple() [87]
                0.00    0.00   15000/35000       IxScan::next() [50]
                0.00    0.00   15000/105000      IxScan::is_end() const [173]
                0.00    0.00   15000/196013      BufferPoolManager::unpin_page(PageId, bool) [149]
-----------------------------------------------
                0.00    0.00    5000/5000        ProjectionExecutor::~ProjectionExecutor() [43]
[88]     0.3    0.00    0.00    5000         NestedLoopJoinExecutor::~NestedLoopJoinExecutor() [88]
                0.00    0.00    5000/35000       IndexScanExecutor::~IndexScanExecutor() [29]
                0.00    0.00    5000/5000        SeqScanExecutor::~SeqScanExecutor() [109]
                0.00    0.00    5000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00    5000/400102      iequals(std::basic_string_view<char, std::char_traits<char> >, char const*) [137]
                0.00    0.00    5000/135034      std::vector<ColMeta, std::allocator<ColMeta> >::~vector() [165]
-----------------------------------------------
                0.00    0.00    5000/5000        AbstractExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [84]
[89]     0.3    0.00    0.00    5000         NestedLoopJoinExecutor::nextTuple() [89]
                0.00    0.00    5000/70000       IndexScanExecutor::advance_to_next_match() [30]
                0.00    0.00    5000/15000       IndexScanExecutor::nextTuple() [87]
-----------------------------------------------
                0.00    0.00   10000/25432       UpdateExecutor::Next() [46]
                0.00    0.00   15432/25432       RmFileHandle::insert_record(char*, Context*) [85]
[90]     0.2    0.00    0.00   25432         RmFileHandle::update_record(Rid const&, char*, Context*) [90]
                0.00    0.00   10000/25238       RmFileHandle::fetch_page_handle_unlocked(int) const [81]
                0.00    0.00   15432/15432       std::_Hashtable<long, std::pair<long const, std::unique_ptr<RmRecord, std::default_delete<RmRecord> > >, std::allocator<std::pair<long const, std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >, std::__detail::_Select1st, std::equal_to<long>, std::hash<long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<long const, std::unique_ptr<RmRecord, std::default_delete<RmRecord> > >, false>*, unsigned long) [114]
                0.00    0.00   10000/196013      BufferPoolManager::unpin_page(PageId, bool) [149]
-----------------------------------------------
                0.00    0.00   25000/25000       Planner::do_planner(std::shared_ptr<Query>, Context*) [21]
[91]     0.2    0.00    0.00   25000         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<DMLPlan, std::allocator<void>, PlanTag, std::shared_ptr<Plan>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Value, std::allocator<Value> >, std::vector<Condition, std::allocator<Condition> >, std::vector<SetClause, std::allocator<SetClause> > >(DMLPlan*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, PlanTag&&, std::shared_ptr<Plan>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::vector<Value, std::allocator<Value> >&&, std::vector<Condition, std::allocator<Condition> >&&, std::vector<SetClause, std::allocator<SetClause> >&&) [91]
                0.00    0.00   50000/185000      std::vector<Value, std::allocator<Value> >::~vector() [60]
                0.00    0.00   50000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00   50000/210000      std::vector<SetClause, std::allocator<SetClause> >::~vector() [145]
                0.00    0.00   25000/2265513     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [132]
                0.00    0.00   25000/350034      std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector() [140]
-----------------------------------------------
                               50000             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
[92]     0.2    0.00    0.00   50000         std::_Sp_counted_ptr_inplace<DMLPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [92]
                0.00    0.00   50000/185000      std::vector<Value, std::allocator<Value> >::~vector() [60]
                0.00    0.00   50000/210000      std::vector<SetClause, std::allocator<SetClause> >::~vector() [145]
                               50000             std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
-----------------------------------------------
                0.00    0.00   10000/10000       Analyze::do_analyze(std::shared_ptr<ast::TreeNode>) [9]
[93]     0.1    0.00    0.00   10000         Analyze::get_clause(std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > > const&, std::vector<Condition, std::allocator<Condition> >&) [93]
                0.00    0.00   20000/295000      __tcf_ZL10LogTypeStr [38]
                0.00    0.00   20000/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.00    0.00   20000/180000      Analyze::convert_sv_value(std::shared_ptr<ast::Value> const&) [95]
                0.00    0.00   20000/75000       void std::vector<Condition, std::allocator<Condition> >::_M_realloc_append<Condition const&>(Condition const&) [119]
                0.00    0.00   40000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
-----------------------------------------------
                0.00    0.00   10000/40000       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<ScanPlan, std::allocator<void>, PlanTag, SmManager*&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Condition, std::allocator<Condition> >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&>(ScanPlan*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, PlanTag&&, SmManager*&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Condition, std::allocator<Condition> >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [98]
                0.00    0.00   30000/40000       Planner::build_source_scan_plan(QuerySource const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<Condition, std::allocator<Condition> >, Context*, bool, TabCol const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
[94]     0.1    0.00    0.00   40000         ScanPlan::ScanPlan(PlanTag, SmManager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Condition, std::allocator<Condition> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [94]
                0.00    0.00   40000/320556      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [56]
                0.00    0.00   40000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00  960000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   80000/350034      std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector() [140]
-----------------------------------------------
                0.00    0.00   20000/180000      Analyze::get_clause(std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > > const&, std::vector<Condition, std::allocator<Condition> >&) [93]
                0.00    0.00   45000/180000      Analyze::analyze_select(std::shared_ptr<ast::SelectStmt> const&, std::shared_ptr<Query>) [10]
                0.00    0.00  115000/180000      Analyze::do_analyze(std::shared_ptr<ast::TreeNode>) [9]
[95]     0.1    0.00    0.00  180000         Analyze::convert_sv_value(std::shared_ptr<ast::Value> const&) [95]
                0.00    0.00  180000/4526562     std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
                0.00    0.00   20000/2265513     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [132]
                0.00    0.00   15000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   15000/1175017     void std::_Construct<AggregatePlan, std::shared_ptr<Plan>, std::vector<SelectTerm, std::allocator<SelectTerm> >&, std::vector<AggCall, std::allocator<AggCall> >&, std::vector<TabCol, std::allocator<TabCol> >&, std::vector<AggHavingCond, std::allocator<AggHavingCond> >&>(AggregatePlan*, std::shared_ptr<Plan>&&, std::vector<SelectTerm, std::allocator<SelectTerm> >&, std::vector<AggCall, std::allocator<AggCall> >&, std::vector<TabCol, std::allocator<TabCol> >&, std::vector<AggHavingCond, std::allocator<AggHavingCond> >&) [133]
-----------------------------------------------
                               40000             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [53]
[96]     0.1    0.00    0.00   40000         std::_Sp_counted_ptr_inplace<ScanPlan, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [96]
                0.00    0.00   40000/320556      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [56]
                               40000             std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
-----------------------------------------------
                0.00    0.00   10000/10000       Planner::do_planner(std::shared_ptr<Query>, Context*) [21]
[97]     0.1    0.00    0.00   10000         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<DMLPlan, std::allocator<void>, PlanTag, std::shared_ptr<Plan>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Value, std::allocator<Value> >, std::vector<Condition, std::allocator<Condition> >&, std::vector<SetClause, std::allocator<SetClause> >&>(DMLPlan*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, PlanTag&&, std::shared_ptr<Plan>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Value, std::allocator<Value> >&&, std::vector<Condition, std::allocator<Condition> >&, std::vector<SetClause, std::allocator<SetClause> >&) [97]
                0.00    0.00   20000/185000      std::vector<Value, std::allocator<Value> >::~vector() [60]
                0.00    0.00   20000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00   80000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   20000/210000      std::vector<SetClause, std::allocator<SetClause> >::~vector() [145]
                0.00    0.00   10000/55000       std::vector<Condition, std::allocator<Condition> >::vector(std::vector<Condition, std::allocator<Condition> > const&) [195]
                0.00    0.00   10000/2265513     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [132]
                0.00    0.00   10000/350034      std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector() [140]
-----------------------------------------------
                0.00    0.00   10000/10000       Planner::do_planner(std::shared_ptr<Query>, Context*) [21]
[98]     0.1    0.00    0.00   10000         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<ScanPlan, std::allocator<void>, PlanTag, SmManager*&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Condition, std::allocator<Condition> >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&>(ScanPlan*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, PlanTag&&, SmManager*&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<Condition, std::allocator<Condition> >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [98]
                0.00    0.00   10000/40000       ScanPlan::ScanPlan(PlanTag, SmManager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Condition, std::allocator<Condition> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [94]
                0.00    0.00   10000/320556      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [56]
                0.00    0.00   10000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00   30000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   10000/55000       std::vector<Condition, std::allocator<Condition> >::vector(std::vector<Condition, std::allocator<Condition> > const&) [195]
-----------------------------------------------
                0.00    0.00    5000/5000        Portal::convert_plan_executor(std::shared_ptr<Plan>, Context*) [16]
[99]     0.1    0.00    0.00    5000         NestedLoopJoinExecutor::NestedLoopJoinExecutor(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >, std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >, std::vector<Condition, std::allocator<Condition> >) [99]
                0.00    0.00    5000/205026      EnsureStatementTransaction(long*, Context*, IsolationLevel) [27]
                0.00    0.00    5000/4526562     std::vector<Condition, std::allocator<Condition> >::~vector() <cycle 1> [55]
                0.00    0.00  180000/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00   50000/70000       SeqScanExecutor::tupleLen() const [182]
                0.00    0.00   10000/90000       ColMeta* std::__do_uninit_copy<std::move_iterator<ColMeta*>, std::move_iterator<ColMeta*>, ColMeta*>(std::move_iterator<ColMeta*>, std::move_iterator<ColMeta*>, ColMeta*) [177]
                0.00    0.00    5000/15000       IndexScanExecutor::tupleLen() const [248]
                0.00    0.00    5000/10000       SeqScanExecutor::cols() const [263]
                0.00    0.00    5000/125000      IndexScanExecutor::cols() const [166]
                0.00    0.00    5000/135034      std::vector<ColMeta, std::allocator<ColMeta> >::~vector() [165]
-----------------------------------------------
                0.00    0.00       9/34          client_handler(void*) [1]
                0.00    0.00       9/34          SmManager::create_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColDef, std::allocator<ColDef> > const&, Context*) [103]
                0.00    0.00      16/34          SmManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, Context*) [104]
[100]    0.0    0.00    0.00      34         SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*) [100]
                0.00    0.00     432/432         SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(RmRecord&)#1}::operator()(RmRecord&) const [101]
                0.00    0.00       9/9           RmFileHandle::reserve_memory_records(unsigned long) [122]
                0.00    0.00     472/472         SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool&)#1}::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool&) const [123]
                0.00    0.00     741/9497560     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [131]
                0.00    0.00     535/2975        record_less_by_index(std::unique_ptr<RmRecord, std::default_delete<RmRecord> > const&, std::unique_ptr<RmRecord, std::default_delete<RmRecord> > const&, IndexMeta const&) [304]
                0.00    0.00      69/572         ColMeta* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<ColMeta*, std::vector<ColMeta, std::allocator<ColMeta> > >, __gnu_cxx::__normal_iterator<ColMeta*, std::vector<ColMeta, std::allocator<ColMeta> > >, ColMeta*>(__gnu_cxx::__normal_iterator<ColMeta*, std::vector<ColMeta, std::allocator<ColMeta> > >, __gnu_cxx::__normal_iterator<ColMeta*, std::vector<ColMeta, std::allocator<ColMeta> > >, ColMeta*) [305]
                0.00    0.00      18/54          __tcf_ZL10LogTypeStr [322]
                0.00    0.00       9/4775        trim_csv_field(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [303]
                0.00    0.00       9/105017      DbMeta::get_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [172]
                0.00    0.00       9/26          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_locate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [331]
                0.00    0.00       8/8           void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, __gnu_cxx::__normal_iterator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >*, std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*)::{lambda(auto:1 const&, auto:2 const&)#1}>) [370]
